time,wx (rad/s),wy (rad/s),wz (rad/s)
9.986,-9.30,-0.10,13.77
9.988,-9.35,-0.37,13.73
9.989,-9.42,-0.62,13.67
9.992,-9.51,-0.84,13.58
9.994,-9.63,-1.04,13.46
9.998,-9.79,-1.23,13.30
10.008,-9.96,-1.41,13.12
10.008,-10.18,-1.59,12.90
10.009,-10.43,-1.75,12.66
10.009,-10.68,-1.90,12.40
10.009,-10.96,-2.04,12.13
10.010,-11.22,-2.16,11.85
10.011,-11.47,-2.27,11.57
10.016,-11.68,-2.36,11.30
10.017,-11.84,-2.45,11.01
10.017,-11.96,-2.54,10.74
10.018,-12.04,-2.62,10.47
10.020,-12.05,-2.67,10.20
10.021,-12.00,-2.71,9.94
10.024,-11.89,-2.74,9.69
10.026,-11.73,-2.78,9.44
10.028,-11.51,-2.80,9.19
10.030,-11.25,-2.83,8.97
10.031,-10.94,-2.86,8.75
10.034,-10.60,-2.89,8.53
10.037,-10.22,-2.94,8.34
10.038,-9.82,-3.00,8.15
10.040,-9.39,-3.07,7.98
10.043,-8.96,-3.17,7.79
10.045,-8.51,-3.28,7.62
10.046,-8.06,-3.40,7.45
10.049,-7.60,-3.56,7.29
10.050,-7.16,-3.74,7.13
10.052,-6.73,-3.95,6.96
10.054,-6.31,-4.19,6.80
10.056,-5.89,-4.46,6.64
10.058,-5.50,-4.73,6.47
10.061,-5.12,-5.01,6.30
10.063,-4.76,-5.30,6.14
10.064,-4.42,-5.58,5.98
10.067,-4.11,-5.85,5.83
10.068,-3.82,-6.13,5.71
10.070,-3.56,-6.42,5.58
10.073,-3.34,-6.70,5.49
10.074,-3.16,-6.98,5.39
10.077,-3.01,-7.26,5.31
10.078,-2.92,-7.54,5.23
10.080,-2.88,-7.78,5.17
10.082,-2.89,-8.01,5.10
10.085,-2.95,-8.21,5.04
10.086,-3.05,-8.38,5.00
10.089,-3.19,-8.50,4.96
10.091,-3.36,-8.56,4.95
10.092,-3.55,-8.55,4.94
10.096,-3.75,-8.49,4.94
10.097,-3.96,-8.37,4.96
10.098,-4.17,-8.20,4.98
10.102,-4.38,-8.01,5.00
10.102,-4.59,-7.76,5.04
10.105,-4.80,-7.48,5.07
10.106,-5.01,-7.17,5.09
10.108,-5.21,-6.82,5.11
10.111,-5.41,-6.44,5.13
10.113,-5.61,-6.04,5.14
10.115,-5.80,-5.61,5.15
10.116,-5.97,-5.17,5.15
10.119,-6.13,-4.71,5.14
10.120,-6.26,-4.23,5.12
10.123,-6.36,-3.75,5.09
10.124,-6.43,-3.27,5.05
10.127,-6.46,-2.80,5.00
10.132,-6.48,-2.35,4.95
10.133,-6.45,-1.94,4.89
10.133,-6.39,-1.55,4.83
10.143,-6.30,-1.20,4.77
10.143,-6.18,-0.89,4.72
10.143,-6.02,-0.64,4.65
10.144,-5.84,-0.42,4.60
10.144,-5.61,-0.26,4.54
10.144,-5.37,-0.14,4.48
10.149,-5.10,-0.07,4.43
10.150,-4.81,-0.05,4.37
10.151,-4.51,-0.07,4.32
10.153,-4.19,-0.14,4.25
10.155,-3.88,-0.25,4.17
10.156,-3.57,-0.41,4.09
10.158,-3.28,-0.61,3.99
10.161,-3.00,-0.84,3.89
10.163,-2.73,-1.11,3.76
10.166,-2.49,-1.40,3.63
10.166,-2.26,-1.70,3.49
10.169,-2.06,-2.03,3.34
10.171,-1.88,-2.38,3.20
10.172,-1.71,-2.75,3.04
10.174,-1.57,-3.13,2.90
10.177,-1.44,-3.52,2.77
10.179,-1.33,-3.91,2.65
10.181,-1.23,-4.30,2.54
10.183,-1.15,-4.68,2.46
10.184,-1.07,-5.05,2.39
10.187,-1.01,-5.40,2.35
10.189,-0.95,-5.72,2.34
10.190,-0.90,-6.02,2.35
10.194,-0.86,-6.27,2.39
10.195,-0.83,-6.47,2.45
10.197,-0.81,-6.64,2.53
10.198,-0.80,-6.77,2.62
10.201,-0.80,-6.84,2.72
10.203,-0.82,-6.85,2.83
10.206,-0.86,-6.80,2.93
10.207,-0.91,-6.67,3.01
10.209,-0.98,-6.46,3.09
10.210,-1.08,-6.16,3.13
10.213,-1.19,-5.77,3.14
10.215,-1.32,-5.29,3.14
10.217,-1.46,-4.73,3.09
10.219,-1.62,-4.12,3.01
10.221,-1.79,-3.45,2.89
10.222,-1.96,-2.74,2.73
10.225,-2.13,-2.01,2.51
10.228,-2.29,-1.28,2.26
10.233,-2.44,-0.58,1.96
10.243,-2.55,0.07,1.61
10.244,-2.63,0.65,1.20
10.244,-2.65,1.17,0.77
10.244,-2.61,1.59,0.32
10.244,-2.49,1.90,-0.11
10.245,-2.31,2.10,-0.51
10.245,-2.04,2.21,-0.95
10.245,-1.67,2.26,-1.39
10.252,-1.23,2.29,-1.85
10.252,-0.70,2.30,-2.33
10.253,-0.10,2.31,-2.80
10.253,0.56,2.28,-3.27
10.255,1.27,2.22,-3.74
10.257,2.01,2.15,-4.16
10.259,2.74,2.04,-4.49
10.262,3.43,1.85,-4.75
10.263,4.08,1.61,-4.98
10.265,4.68,1.39,-5.20
10.267,5.23,1.22,-5.43
10.269,5.71,1.12,-5.65
10.271,6.15,1.05,-5.87
10.274,6.54,1.01,-6.06
10.274,6.87,0.99,-6.23
10.277,7.16,0.99,-6.40
10.279,7.40,0.99,-6.55
10.281,7.60,1.01,-6.69
10.283,7.77,1.06,-6.84
10.285,7.90,1.12,-6.97
10.287,7.99,1.19,-7.09
10.289,8.05,1.27,-7.21
10.291,8.08,1.34,-7.31
10.294,8.09,1.41,-7.41
10.297,8.06,1.47,-7.51
10.297,8.02,1.53,-7.60
10.299,7.97,1.57,-7.69
10.301,7.90,1.61,-7.77
10.304,7.82,1.63,-7.85
10.305,7.74,1.64,-7.92
10.308,7.65,1.63,-7.99
10.309,7.55,1.61,-8.05
10.312,7.45,1.57,-8.10
10.314,7.35,1.52,-8.15
10.315,7.23,1.48,-8.19
10.317,7.11,1.41,-8.23
10.320,6.98,1.35,-8.28
10.321,6.84,1.28,-8.32
10.324,6.69,1.20,-8.36
10.325,6.53,1.12,-8.40
10.327,6.37,1.03,-8.44
10.329,6.20,0.95,-8.48
10.332,6.02,0.87,-8.52
10.333,5.84,0.79,-8.55
10.335,5.65,0.73,-8.58
10.337,5.45,0.68,-8.61
10.339,5.26,0.64,-8.64
10.342,5.08,0.61,-8.66
10.344,4.90,0.59,-8.68
10.348,4.72,0.58,-8.71
10.348,4.56,0.57,-8.74
10.349,4.42,0.57,-8.77
10.351,4.29,0.57,-8.81
10.354,4.18,0.58,-8.85
10.356,4.09,0.59,-8.89
10.357,4.03,0.60,-8.94
10.360,3.99,0.62,-8.99
10.361,3.97,0.64,-9.04
10.366,3.95,0.65,-9.10
10.367,3.96,0.66,-9.17
10.367,3.98,0.66,-9.24
10.373,4.01,0.66,-9.31
10.374,4.05,0.65,-9.39
10.374,4.08,0.63,-9.47
10.375,4.14,0.60,-9.55
10.377,4.19,0.57,-9.63
10.387,4.26,0.53,-9.72
10.387,4.32,0.49,-9.80
10.388,4.38,0.44,-9.89
10.388,4.45,0.39,-9.97
10.388,4.50,0.33,-10.06
10.390,4.56,0.27,-10.14
10.391,4.60,0.20,-10.21
10.393,4.64,0.13,-10.28
10.396,4.67,0.04,-10.36
10.397,4.68,-0.04,-10.42
10.400,4.69,-0.12,-10.49
10.402,4.69,-0.20,-10.54
10.403,4.68,-0.28,-10.61
10.405,4.66,-0.35,-10.66
10.408,4.63,-0.42,-10.72
10.409,4.60,-0.48,-10.77
10.412,4.56,-0.54,-10.80
10.414,4.50,-0.60,-10.84
10.415,4.44,-0.66,-10.87
10.417,4.38,-0.71,-10.90
10.420,4.31,-0.75,-10.91
10.421,4.23,-0.80,-10.93
10.425,4.14,-0.84,-10.94
10.426,4.06,-0.89,-10.93
10.427,3.96,-0.94,-10.92
10.431,3.86,-0.99,-10.90
10.432,3.76,-1.03,-10.89
10.434,3.65,-1.07,-10.86
10.436,3.55,-1.11,-10.84
10.438,3.43,-1.14,-10.82
10.440,3.31,-1.15,-10.79
10.442,3.20,-1.15,-10.76
10.443,3.08,-1.15,-10.72
10.446,2.96,-1.14,-10.68
10.449,2.84,-1.13,-10.63
10.450,2.73,-1.13,-10.59
10.451,2.60,-1.13,-10.54
10.454,2.47,-1.14,-10.48
10.456,2.36,-1.15,-10.42
10.457,2.24,-1.17,-10.37
10.460,2.12,-1.19,-10.31
10.462,2.01,-1.19,-10.25
10.465,1.90,-1.20,-10.20
10.466,1.79,-1.20,-10.15
10.468,1.69,-1.19,-10.11
10.470,1.58,-1.19,-10.07
10.472,1.49,-1.18,-10.03
10.474,1.40,-1.18,-10.00
10.476,1.31,-1.17,-9.97
10.478,1.22,-1.16,-9.94
10.483,1.14,-1.16,-9.91
10.484,1.07,-1.16,-9.89
10.484,0.99,-1.17,-9.86
10.493,0.91,-1.19,-9.84
10.494,0.84,-1.21,-9.82
10.494,0.78,-1.23,-9.79
10.494,0.72,-1.26,-9.76
10.494,0.67,-1.29,-9.72
10.495,0.62,-1.33,-9.69
10.505,0.58,-1.35,-9.65
10.505,0.54,-1.38,-9.61
10.506,0.51,-1.39,-9.57
10.506,0.47,-1.40,-9.53
10.506,0.44,-1.42,-9.49
10.509,0.40,-1.44,-9.44
10.511,0.37,-1.46,-9.38
10.511,0.33,-1.49,-9.33
10.515,0.29,-1.51,-9.27
10.516,0.25,-1.54,-9.22
10.518,0.21,-1.55,-9.16
10.520,0.16,-1.56,-9.09
10.522,0.11,-1.57,-9.02
10.524,0.06,-1.57,-8.96
10.527,0.01,-1.57,-8.90
10.527,-0.05,-1.56,-8.82
10.532,-0.11,-1.55,-8.76
10.533,-0.18,-1.54,-8.69
10.534,-0.24,-1.54,-8.61
10.536,-0.31,-1.53,-8.54
10.538,-0.38,-1.52,-8.47
10.540,-0.45,-1.51,-8.40
10.543,-0.52,-1.50,-8.34
10.545,-0.58,-1.49,-8.27
10.546,-0.65,-1.47,-8.22
10.548,-0.73,-1.46,-8.16
10.550,-0.80,-1.44,-8.11
10.552,-0.87,-1.44,-8.07
10.554,-0.94,-1.43,-8.03
10.556,-1.01,-1.42,-7.99
10.558,-1.07,-1.41,-7.95
10.561,-1.14,-1.41,-7.93
10.562,-1.19,-1.40,-7.90
10.565,-1.25,-1.39,-7.88
10.567,-1.31,-1.38,-7.86
10.568,-1.35,-1.37,-7.84
10.570,-1.40,-1.36,-7.82
10.572,-1.44,-1.34,-7.79
10.575,-1.47,-1.33,-7.77
10.576,-1.50,-1.31,-7.73
10.579,-1.53,-1.28,-7.70
10.581,-1.55,-1.26,-7.67
10.582,-1.58,-1.23,-7.63
10.584,-1.60,-1.20,-7.60
10.587,-1.62,-1.17,-7.57
10.588,-1.63,-1.15,-7.53
10.590,-1.64,-1.12,-7.49
10.593,-1.64,-1.11,-7.46
10.594,-1.65,-1.10,-7.41
10.599,-1.64,-1.10,-7.38
10.600,-1.64,-1.10,-7.35
10.602,-1.63,-1.12,-7.31
10.602,-1.62,-1.14,-7.26
10.604,-1.60,-1.17,-7.23
10.607,-1.58,-1.21,-7.18
10.608,-1.56,-1.26,-7.13
10.610,-1.52,-1.31,-7.08
10.613,-1.49,-1.37,-7.01
10.618,-1.45,-1.43,-6.96
10.618,-1.41,-1.49,-6.90
10.618,-1.38,-1.55,-6.84
10.628,-1.35,-1.61,-6.78
10.628,-1.32,-1.67,-6.72
10.628,-1.29,-1.73,-6.66
10.629,-1.27,-1.78,-6.61
10.629,-1.25,-1.84,-6.54
10.636,-1.23,-1.89,-6.47
10.636,-1.22,-1.93,-6.40
10.636,-1.21,-1.97,-6.32
10.637,-1.20,-1.99,-6.23
10.639,-1.20,-2.01,-6.14
10.640,-1.21,-2.02,-6.03
10.643,-1.22,-2.02,-5.94
10.645,-1.24,-2.00,-5.84
10.647,-1.27,-1.95,-5.73
10.650,-1.32,-1.87,-5.64
10.652,-1.38,-1.77,-5.53
10.664,-1.46,-1.64,-5.43
10.664,-1.56,-1.49,-5.33
10.664,-1.68,-1.32,-5.23
10.664,-1.82,-1.14,-5.13
10.665,-1.97,-0.93,-5.04
10.665,-2.14,-0.72,-4.95
10.671,-2.31,-0.50,-4.87
10.671,-2.49,-0.29,-4.79
10.671,-2.67,-0.08,-4.73
10.672,-2.85,0.12,-4.68
10.672,-3.03,0.32,-4.63
10.675,-3.19,0.50,-4.59
10.676,-3.34,0.68,-4.55
10.678,-3.50,0.84,-4.52
10.682,-3.63,1.00,-4.50
10.683,-3.75,1.15,-4.49
10.684,-3.86,1.30,-4.48
10.687,-3.97,1.43,-4.47
10.689,-4.07,1.55,-4.46
10.690,-4.17,1.67,-4.46
10.693,-4.26,1.77,-4.45
10.695,-4.36,1.85,-4.44
10.698,-4.45,1.93,-4.43
10.699,-4.53,1.99,-4.42
10.700,-4.61,2.05,-4.39
10.703,-4.67,2.10,-4.36
10.706,-4.72,2.12,-4.32
10.707,-4.75,2.13,-4.27
10.708,-4.77,2.12,-4.20
10.711,-4.77,2.07,-4.11
10.713,-4.75,2.00,-4.01
10.717,-4.69,1.89,-3.87
10.717,-4.61,1.75,-3.71
10.723,-4.50,1.56,-3.53
10.724,-4.35,1.34,-3.33
10.724,-4.16,1.10,-3.12
10.724,-3.92,0.83,-2.87
10.727,-3.64,0.56,-2.61
10.729,-3.31,0.27,-2.33
10.738,-2.95,-0.01,-2.04
10.739,-2.56,-0.28,-1.74
10.739,-2.13,-0.52,-1.44
10.739,-1.70,-0.73,-1.14
10.742,-1.27,-0.90,-0.83
10.742,-0.84,-1.05,-0.51
10.743,-0.43,-1.14,-0.19
10.744,-0.04,-1.19,0.14
10.747,0.31,-1.20,0.47
10.749,0.63,-1.16,0.81
10.751,0.92,-1.09,1.17
10.753,1.18,-0.98,1.52
10.755,1.41,-0.84,1.89
10.757,1.61,-0.66,2.27
10.759,1.77,-0.46,2.63
10.760,1.92,-0.25,3.00
10.763,2.04,-0.04,3.37
10.765,2.13,0.18,3.74
10.768,2.17,0.38,4.10
10.769,2.19,0.55,4.46
10.772,2.19,0.69,4.83
10.773,2.16,0.82,5.19
10.774,2.12,0.93,5.57
10.778,2.08,1.05,5.95
10.779,2.02,1.17,6.33
10.781,1.96,1.28,6.72
10.783,1.88,1.37,7.10
10.785,1.80,1.45,7.49
10.787,1.70,1.51,7.87
10.790,1.59,1.57,8.24
10.791,1.47,1.62,8.61
10.794,1.34,1.67,8.96
10.796,1.19,1.73,9.29
10.799,1.04,1.80,9.63
10.800,0.87,1.86,9.94
10.802,0.70,1.94,10.25
10.805,0.52,2.01,10.55
10.806,0.34,2.09,10.84
10.807,0.16,2.16,11.14
10.809,-0.02,2.23,11.42
10.812,-0.21,2.29,11.70
10.813,-0.39,2.32,11.98
10.816,-0.57,2.36,12.25
10.818,-0.74,2.38,12.52
10.819,-0.91,2.39,12.78
10.821,-1.09,2.40,13.04
10.824,-1.26,2.39,13.28
10.825,-1.43,2.38,13.52
10.828,-1.61,2.37,13.75
10.830,-1.79,2.36,13.96
10.832,-1.98,2.35,14.16
10.834,-2.17,2.32,14.36
10.835,-2.37,2.26,14.58
10.837,-2.58,2.18,14.78
10.840,-2.79,2.08,14.98
10.841,-2.99,1.99,15.16
10.843,-3.20,1.89,15.31
10.845,-3.39,1.79,15.45
10.852,-3.57,1.67,15.56
10.853,-3.75,1.55,15.67
10.853,-3.94,1.44,15.76
10.854,-4.12,1.33,15.84
10.863,-4.30,1.22,15.91
10.864,-4.51,1.11,15.98
10.864,-4.72,1.02,16.03
10.864,-4.95,0.93,16.08
10.864,-5.20,0.84,16.13
10.875,-5.45,0.75,16.17
10.875,-5.72,0.67,16.20
10.876,-6.00,0.60,16.22
10.876,-6.29,0.54,16.23
10.876,-6.57,0.49,16.23
10.876,-6.86,0.46,16.20
10.878,-7.16,0.45,16.17
10.880,-7.44,0.44,16.13
10.882,-7.73,0.45,16.08
10.884,-8.01,0.46,16.03
10.886,-8.27,0.49,15.96
10.887,-8.54,0.52,15.89
10.890,-8.81,0.57,15.83
10.892,-9.08,0.61,15.74
10.893,-9.31,0.66,15.63
10.896,-9.56,0.70,15.50
10.898,-9.82,0.73,15.37
10.900,-10.08,0.74,15.21
10.902,-10.31,0.75,15.02
10.903,-10.53,0.74,14.83
10.907,-10.74,0.72,14.61
10.907,-10.92,0.69,14.40
10.909,-11.07,0.64,14.17
10.911,-11.20,0.58,13.93
10.914,-11.31,0.48,13.68
10.917,-11.39,0.37,13.40
10.918,-11.45,0.24,13.10
10.919,-11.49,0.09,12.79
10.923,-11.50,-0.07,12.46
10.924,-11.48,-0.23,12.12
10.925,-11.45,-0.40,11.75
10.928,-11.37,-0.58,11.38
10.930,-11.27,-0.78,10.98
10.932,-11.13,-0.99,10.60
10.935,-10.98,-1.22,10.21
10.935,-10.80,-1.47,9.82
10.938,-10.58,-1.75,9.45
10.940,-10.33,-2.04,9.09
10.942,-10.06,-2.35,8.74
10.943,-9.77,-2.69,8.42
10.946,-9.46,-3.05,8.12
10.949,-9.14,-3.43,7.83
10.951,-8.80,-3.82,7.56
10.952,-8.47,-4.21,7.33
10.953,-8.13,-4.62,7.13
10.956,-7.78,-5.03,6.94
10.958,-7.42,-5.44,6.77
10.960,-7.06,-5.83,6.61
10.962,-6.73,-6.21,6.47
10.969,-6.36,-6.55,6.34
10.980,-6.00,-6.86,6.23
10.980,-5.65,-7.12,6.14
10.981,-5.31,-7.34,6.06
10.981,-4.99,-7.50,5.99
10.981,-4.69,-7.62,5.94
10.981,-4.43,-7.70,5.92
10.981,-4.18,-7.72,5.91
10.982,-3.98,-7.71,5.92
10.982,-3.80,-7.66,5.94
10.987,-3.65,-7.58,5.97
10.988,-3.54,-7.47,6.01
10.988,-3.45,-7.34,6.05
10.990,-3.39,-7.19,6.10
10.991,-3.36,-7.01,6.14
10.994,-3.34,-6.82,6.18
10.995,-3.34,-6.63,6.22
10.998,-3.36,-6.44,6.25
11.000,-3.39,-6.25,6.27
11.003,-3.44,-6.08,6.29
11.004,-3.49,-5.92,6.29
11.006,-3.55,-5.78,6.28
11.008,-3.62,-5.64,6.27
11.011,-3.70,-5.53,6.23
11.012,-3.78,-5.43,6.19
11.015,-3.86,-5.35,6.14
11.017,-3.96,-5.27,6.10
11.019,-4.06,-5.22,6.05
11.020,-4.16,-5.17,6.00
11.022,-4.29,-5.14,5.94
11.024,-4.42,-5.12,5.89
11.027,-4.57,-5.13,5.84
11.028,-4.74,-5.15,5.77
11.031,-4.92,-5.17,5.70
11.033,-5.13,-5.18,5.63
11.035,-5.34,-5.18,5.54
11.036,-5.56,-5.17,5.47
11.038,-5.77,-5.14,5.39
11.040,-5.97,-5.08,5.31
11.042,-6.15,-5.01,5.23
11.045,-6.33,-4.90,5.15
11.046,-6.48,-4.75,5.06
11.049,-6.61,-4.59,4.97
11.050,-6.72,-4.40,4.87
11.052,-6.81,-4.16,4.77
11.054,-6.87,-3.90,4.68
11.056,-6.91,-3.62,4.58
11.058,-6.91,-3.34,4.50
11.061,-6.89,-3.05,4.41
11.062,-6.82,-2.76,4.33
11.068,-6.72,-2.47,4.24
11.068,-6.57,-2.20,4.15
11.069,-6.39,-1.94,4.04
11.070,-6.16,-1.71,3.95
11.072,-5.89,-1.52,3.86
11.075,-5.58,-1.36,3.76
11.076,-5.24,-1.25,3.67
11.079,-4.88,-1.18,3.58
11.081,-4.49,-1.16,3.50
11.085,-4.09,-1.17,3.44
11.086,-3.67,-1.22,3.37
11.088,-3.26,-1.30,3.32
11.088,-2.85,-1.42,3.26
11.096,-2.44,-1.57,3.22
11.096,-2.05,-1.74,3.16
11.096,-1.69,-1.94,3.11
11.096,-1.36,-2.16,3.04
11.102,-1.06,-2.38,2.99
11.103,-0.79,-2.60,2.94
11.103,-0.56,-2.81,2.89
11.105,-0.36,-3.01,2.86
11.107,-0.20,-3.18,2.82
11.108,-0.06,-3.35,2.81
11.110,0.04,-3.49,2.80
11.113,0.11,-3.62,2.80
11.114,0.16,-3.75,2.81
11.117,0.19,-3.86,2.82
11.119,0.18,-3.96,2.85
11.120,0.16,-4.06,2.89
11.123,0.11,-4.13,2.95
11.124,0.05,-4.20,3.01
11.127,-0.04,-4.26,3.09
11.129,-0.15,-4.29,3.17
11.130,-0.28,-4.32,3.27
11.133,-0.42,-4.33,3.36
11.134,-0.59,-4.30,3.46
11.137,-0.78,-4.24,3.55
11.140,-0.98,-4.14,3.64
11.141,-1.20,-3.99,3.71
11.142,-1.44,-3.78,3.76
11.144,-1.69,-3.52,3.79
11.146,-1.95,-3.20,3.78
11.149,-2.22,-2.84,3.75
11.151,-2.48,-2.45,3.66
11.152,-2.74,-2.03,3.54
11.154,-2.98,-1.59,3.38
11.158,-3.19,-1.16,3.17
11.158,-3.38,-0.72,2.91
11.161,-3.51,-0.30,2.61
11.163,-3.57,0.09,2.28
11.165,-3.58,0.47,1.91
11.167,-3.53,0.84,1.52
11.169,-3.39,1.17,1.09
11.171,-3.17,1.45,0.64
11.173,-2.87,1.69,0.19
11.175,-2.47,1.87,-0.27
11.178,-2.01,2.00,-0.72
11.178,-1.48,2.07,-1.17
11.180,-0.90,2.10,-1.60
11.183,-0.26,2.09,-2.03
11.185,0.40,2.05,-2.44
11.187,1.08,2.00,-2.84
11.189,1.77,1.93,-3.22
11.190,2.45,1.84,-3.57
11.193,3.11,1.72,-3.91
11.195,3.74,1.60,-4.23
11.196,4.32,1.47,-4.53
11.199,4.85,1.35,-4.81
11.202,5.32,1.27,-5.08
11.203,5.74,1.21,-5.34
11.204,6.11,1.18,-5.57
11.208,6.42,1.18,-5.80
11.208,6.68,1.21,-6.02
11.212,6.90,1.25,-6.21
11.215,7.06,1.28,-6.40
11.216,7.19,1.31,-6.57
11.220,7.28,1.34,-6.72
11.220,7.32,1.38,-6.87
11.222,7.33,1.41,-7.01
11.228,7.31,1.44,-7.13
11.229,7.25,1.47,-7.24
11.229,7.18,1.49,-7.33
11.229,7.10,1.51,-7.42
11.233,6.99,1.54,-7.49
11.233,6.87,1.56,-7.56
11.241,6.75,1.58,-7.61
11.242,6.61,1.59,-7.66
11.242,6.48,1.59,-7.70
11.242,6.34,1.59,-7.74
11.243,6.19,1.58,-7.77
11.245,6.06,1.56,-7.79
11.248,5.92,1.54,-7.82
11.250,5.78,1.52,-7.85
11.250,5.64,1.50,-7.87
11.253,5.50,1.48,-7.89
11.255,5.37,1.45,-7.91
11.257,5.24,1.43,-7.93
11.259,5.10,1.40,-7.95
11.261,4.97,1.38,-7.97
11.262,4.84,1.34,-7.98
11.265,4.71,1.32,-7.99
11.268,4.56,1.30,-8.01
11.269,4.43,1.28,-8.02
11.271,4.31,1.28,-8.04
11.274,4.19,1.26,-8.07
11.275,4.06,1.25,-8.09
11.277,3.96,1.24,-8.11
11.280,3.87,1.23,-8.13
11.282,3.78,1.23,-8.15
11.284,3.71,1.24,-8.17
11.286,3.66,1.25,-8.21
11.287,3.62,1.25,-8.24
11.289,3.61,1.26,-8.26
11.291,3.61,1.26,-8.29
11.293,3.62,1.27,-8.32
11.295,3.64,1.27,-8.36
11.297,3.69,1.26,-8.40
11.300,3.75,1.25,-8.44
11.301,3.81,1.23,-8.49
11.303,3.89,1.20,-8.55
11.305,3.97,1.16,-8.61
11.308,4.06,1.12,-8.68
11.309,4.15,1.08,-8.77
11.311,4.24,1.04,-8.86
11.314,4.33,0.99,-8.96
11.316,4.43,0.93,-9.08
11.321,4.52,0.87,-9.19
11.321,4.61,0.80,-9.32
11.322,4.70,0.71,-9.45
11.332,4.77,0.62,-9.59
11.333,4.85,0.52,-9.72
11.333,4.92,0.41,-9.86
11.333,4.97,0.31,-10.00
11.333,5.02,0.20,-10.13
11.333,5.07,0.09,-10.28
11.340,5.10,-0.02,-10.42
11.341,5.13,-0.13,-10.56
11.341,5.15,-0.24,-10.70
11.341,5.16,-0.37,-10.85
11.344,5.16,-0.51,-10.97
11.345,5.16,-0.64,-11.09
11.348,5.16,-0.77,-11.21
11.349,5.14,-0.89,-11.31
11.351,5.11,-1.01,-11.40
11.354,5.09,-1.12,-11.48
11.355,5.05,-1.21,-11.56
11.358,5.01,-1.29,-11.62
11.360,4.96,-1.36,-11.68
11.361,4.90,-1.43,-11.72
11.363,4.84,-1.48,-11.76
11.366,4.77,-1.53,-11.79
11.368,4.70,-1.58,-11.80
11.370,4.62,-1.62,-11.81
11.372,4.54,-1.66,-11.80
11.373,4.45,-1.69,-11.78
11.375,4.35,-1.71,-11.75
11.378,4.25,-1.74,-11.72
11.379,4.15,-1.76,-11.68
11.382,4.04,-1.78,-11.62
11.384,3.93,-1.78,-11.57
11.385,3.83,-1.79,-11.52
11.387,3.72,-1.79,-11.45
11.390,3.61,-1.78,-11.39
11.391,3.50,-1.77,-11.32
11.394,3.40,-1.76,-11.26
11.396,3.29,-1.75,-11.20
11.397,3.18,-1.73,-11.13
11.401,3.07,-1.71,-11.06
11.402,2.96,-1.69,-10.98
11.404,2.85,-1.68,-10.91
11.407,2.74,-1.66,-10.83
11.408,2.63,-1.65,-10.75
11.411,2.51,-1.63,-10.66
11.411,2.40,-1.62,-10.57
11.414,2.29,-1.61,-10.48
11.415,2.17,-1.60,-10.39
11.420,2.05,-1.58,-10.30
11.420,1.94,-1.58,-10.22
11.431,1.83,-1.58,-10.13
11.432,1.72,-1.58,-10.05
11.432,1.60,-1.60,-9.96
11.432,1.50,-1.62,-9.87
11.432,1.40,-1.65,-9.78
11.432,1.30,-1.67,-9.69
11.440,1.21,-1.70,-9.61
11.441,1.12,-1.72,-9.52
11.441,1.04,-1.73,-9.44
11.441,0.96,-1.74,-9.37
11.442,0.88,-1.76,-9.30
11.445,0.80,-1.77,-9.25
11.446,0.73,-1.79,-9.19
11.447,0.65,-1.81,-9.14
11.451,0.57,-1.83,-9.10
11.452,0.49,-1.88,-9.06
11.454,0.42,-1.93,-9.02
11.456,0.35,-1.99,-9.00
11.458,0.28,-2.07,-8.96
11.460,0.22,-2.15,-8.94
11.461,0.15,-2.23,-8.91
11.465,0.10,-2.31,-8.88
11.466,0.05,-2.40,-8.86
11.468,0.02,-2.47,-8.85
11.471,-0.01,-2.54,-8.83
11.472,-0.04,-2.61,-8.82
11.473,-0.06,-2.65,-8.81
11.477,-0.08,-2.69,-8.81
11.478,-0.10,-2.71,-8.81
11.480,-0.13,-2.74,-8.82
11.482,-0.15,-2.75,-8.82
11.485,-0.18,-2.77,-8.82
11.486,-0.21,-2.77,-8.82
11.488,-0.25,-2.78,-8.82
11.490,-0.29,-2.79,-8.81
11.492,-0.33,-2.79,-8.79
11.494,-0.38,-2.80,-8.77
11.495,-0.43,-2.79,-8.73
11.498,-0.48,-2.80,-8.69
11.500,-0.54,-2.81,-8.66
11.502,-0.60,-2.81,-8.60
11.504,-0.65,-2.81,-8.56
11.506,-0.71,-2.80,-8.50
11.508,-0.76,-2.78,-8.45
11.509,-0.83,-2.75,-8.40
11.513,-0.88,-2.72,-8.35
11.514,-0.94,-2.68,-8.29
11.517,-1.00,-2.63,-8.25
11.520,-1.07,-2.59,-8.18
11.520,-1.13,-2.54,-8.13
11.522,-1.20,-2.51,-8.07
11.524,-1.26,-2.47,-8.01
11.527,-1.33,-2.44,-7.95
11.528,-1.40,-2.40,-7.88
11.531,-1.48,-2.37,-7.82
11.533,-1.55,-2.35,-7.76
11.537,-1.63,-2.31,-7.68
11.538,-1.71,-2.28,-7.62
11.538,-1.78,-2.26,-7.54
11.543,-1.86,-2.24,-7.46
11.544,-1.93,-2.21,-7.38
11.544,-1.99,-2.20,-7.30
11.547,-2.06,-2.18,-7.21
11.548,-2.12,-2.15,-7.13
11.559,-2.16,-2.13,-7.05
11.560,-2.21,-2.11,-6.96
11.560,-2.24,-2.09,-6.88
11.560,-2.28,-2.07,-6.78
11.561,-2.29,-2.07,-6.69
